,Date,Route,SailingTime,Vessel,ScheduledDeparture,ActualDeparture,ETA(Arrival.Time),Status,24HourDeparture,Traffic,WindSpeed_kph,Delay,Temperature
1437,1553,2016-09-14,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,6:20 AM,6:20 AM,8:01 AM,On Time,620,1,1,0,12
1438,1554,2016-09-14,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,8:30 AM,8:29 AM,10:11 AM,On Time,830,1,2,-1,15
1439,1555,2016-09-14,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,10:40 AM,10:40 AM,12:21 PM,On Time,1040,1,3,0,18
1440,1556,2016-09-14,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,12:50 PM,12:52 PM,2:35 PM,On Time,1250,1,2,2,18
1441,1557,2016-09-14,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,3:10 PM,3:10 PM,4:51 PM,On Time,1510,2,2,0,21
1442,1558,2016-09-14,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,5:20 PM,5:22 PM,7:07 PM,On Time,1720,1,2,2,17
1443,1559,2016-09-14,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,7:30 PM,7:30 PM,9:13 PM,On Time,1930,1,3,0,16
1444,1560,2016-09-14,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,9:30 PM,9:31 PM,11:15 PM,On Time,2130,2,5,1,15
1445,1561,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:00 AM,5:59 AM,6:19 AM,On Time,600,1,1,-1,12
1446,1562,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,7:00 AM,6:59 AM,7:21 AM,On Time,700,1,0,-1,13
1447,1563,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:00 AM,8:03 AM,8:25 AM,On Time,800,1,2,3,15
1448,1564,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:05 AM,9:09 AM,9:29 AM,On Time,905,1,2,4,16
1449,1565,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,10:05 AM,10:07 AM,10:27 AM,On Time,1005,1,3,2,18
1450,1566,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,11:05 AM,11:11 AM,11:37 AM,On Time,1105,1,3,6,18
1451,1567,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,12:10 PM,12:16 PM,12:40 PM,On Time,1210,1,2,6,18
1452,1568,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,2:35 PM,2:34 PM,2:56 PM,On Time,1435,2,3,-1,20
1453,1569,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,3:45 PM,3:44 PM,4:03 PM,On Time,1545,3,2,-1,21
1454,1570,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,4:45 PM,4:46 PM,5:07 PM,On Time,1645,2,2,1,20
1455,1571,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,5:50 PM,5:51 PM,6:14 PM,On Time,1750,1,2,1,17
1456,1572,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:50 PM,6:49 PM,7:09 PM,On Time,1850,2,0,-1,16
1457,1573,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,7:50 PM,7:49 PM,8:09 PM,On Time,1950,2,3,-1,16
1458,1574,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:40 PM,8:42 PM,9:03 PM,On Time,2040,1,4,2,15
1459,1575,2016-09-14,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:40 PM,9:39 PM,9:59 PM,On Time,2140,3,5,-1,15
1460,1576,2016-09-14,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,6:20 AM,6:21 AM,8:03 AM,On Time,620,1,1,1,12
1461,1577,2016-09-14,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,8:30 AM,8:29 AM,10:09 AM,On Time,830,1,2,-1,15
1462,1578,2016-09-14,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,10:40 AM,10:41 AM,12:21 PM,On Time,1040,1,3,1,18
1463,1579,2016-09-14,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,12:50 PM,12:51 PM,2:31 PM,On Time,1250,1,2,1,18
1464,1580,2016-09-14,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,3:10 PM,3:11 PM,4:53 PM,On Time,1510,2,2,1,21
1465,1581,2016-09-14,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,5:20 PM,5:22 PM,7:01 PM,On Time,1720,1,2,2,17
1466,1582,2016-09-14,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,7:30 PM,7:30 PM,9:11 PM,On Time,1930,1,3,0,16
1467,1583,2016-09-14,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,9:30 PM,9:31 PM,11:11 PM,On Time,2130,2,5,1,15
1468,1584,2016-09-14,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,7:20 AM,7:23 AM,8:03 AM,On Time,720,1,0,3,13
1469,1585,2016-09-14,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,9:25 AM,9:34 AM,10:15 AM,On Time,925,1,2,9,16
1470,1586,2016-09-14,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,11:30 AM,11:39 AM,12:20 PM,On Time,1130,2,3,9,18
1471,1587,2016-09-14,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,1:35 PM,1:46 PM,...,Traffic delays,1335,1,3,11,19
1472,1588,2016-09-14,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,3:50 PM,4:05 PM,4:47 PM,Traffic delays,1550,3,2,15,21
1473,1589,2016-09-14,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,5:50 PM,6:11 PM,...,Traffic delays,1750,1,2,21,17
1474,1590,2016-09-14,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,7:50 PM,8:11 PM,8:53 PM,Traffic delays,1950,2,3,21,16
1475,1591,2016-09-14,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,9:45 PM,10:02 PM,10:41 PM,Traffic delays,2145,2,5,17,15
1476,1592,2016-09-14,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:20 AM,6:21 AM,7:03 AM,On Time,620,1,1,1,12
1477,1593,2016-09-14,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:25 AM,8:32 AM,9:13 AM,On Time,825,1,2,7,15
1478,1594,2016-09-14,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,10:25 AM,10:38 AM,11:21 AM,Traffic delays,1025,1,3,13,18
1479,1595,2016-09-14,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,12:35 PM,12:43 PM,1:23 PM,Traffic delays,1235,1,2,8,18
1480,1596,2016-09-14,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,2:45 PM,2:52 PM,3:35 PM,On Time,1445,2,3,7,20
1481,1597,2016-09-14,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,4:50 PM,5:07 PM,5:47 PM,Traffic delays,1650,3,2,17,20
1482,1598,2016-09-14,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:50 PM,7:13 PM,7:53 PM,Traffic delays,1850,2,0,23,16
1483,1599,2016-09-14,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:45 PM,9:08 PM,9:49 PM,Traffic delays,2045,3,4,23,15
1484,1600,2016-09-15,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Renaissance,7:00 AM,7:02 AM,8:37 AM,On Time,700,1,1,2,13
1485,1601,2016-09-15,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 AM,9:07 AM,10:38 AM,On Time,900,1,2,7,16
1486,1602,2016-09-15,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Renaissance,11:00 AM,11:05 AM,12:41 PM,On Time,1100,1,3,5,18
1487,1603,2016-09-15,Tsawwassen to Swartz Bay,1 hour 35 minutes,Queen of New Westminster,12:00 PM,12:45 PM,2:18 PM,Operational Delay,1200,1,4,45,17
1488,1604,2016-09-15,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,1:00 PM,1:13 PM,2:47 PM,Operational delay,1300,1,3,13,19
1489,1605,2016-09-15,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,2:00 PM,2:04 PM,3:39 PM,On Time,1400,1,3,4,20
1490,1606,2016-09-15,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Renaissance,3:00 PM,3:13 PM,4:47 PM,Traffic delays,1500,2,3,13,19
1491,1607,2016-09-15,Tsawwassen to Swartz Bay,1 hour 35 minutes,Queen of New Westminster,4:00 PM,4:34 PM,5:59 PM,Mechanical difficulties with vessel,1600,4,2,34,21
1492,1608,2016-09-15,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,5:00 PM,5:14 PM,6:48 PM,Operational delay,1700,4,1,14,17
1493,1609,2016-09-15,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,6:00 PM,6:01 PM,7:29 PM,On Time,1800,5,0,1,16
1494,1610,2016-09-15,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Renaissance,7:00 PM,7:06 PM,8:34 PM,On Time,1900,3,2,6,15
1495,1611,2016-09-15,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 PM,9:19 PM,10:49 PM,Traffic delays,2100,1,2,19,15
1496,1612,2016-09-15,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,10:10 AM,10:30 AM,...,Crew conducted required safety drill,1010,1,2,20,17
1497,1613,2016-09-15,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,7:20 PM,7:31 PM,...,Traffic delays,1920,1,2,11,15
1498,1614,2016-09-15,Tsawwassen to Duke Point,2 hours,Queen of Alberni,5:15 AM,5:13 AM,7:17 AM,On Time,515,1,3,-2,12
1499,1615,2016-09-15,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,7:45 AM,7:45 AM,9:47 AM,On Time,745,1,1,0,13
1500,1616,2016-09-15,Tsawwassen to Duke Point,2 hours,Queen of Alberni,10:15 AM,10:15 AM,12:19 PM,On Time,1015,1,2,0,17
1501,1617,2016-09-15,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,12:45 PM,12:51 PM,2:45 PM,On Time,1245,1,4,6,17
1502,1618,2016-09-15,Tsawwassen to Duke Point,2 hours,Queen of Alberni,3:15 PM,3:20 PM,5:19 PM,On Time,1515,2,3,5,19
1503,1619,2016-09-15,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,5:45 PM,5:48 PM,7:47 PM,On Time,1745,5,1,3,17
1504,1620,2016-09-15,Tsawwassen to Duke Point,2 hours,Queen of Alberni,8:15 PM,8:16 PM,10:21 PM,On Time,2015,1,2,1,15
1505,1621,2016-09-15,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,10:45 PM,10:43 PM,ETA: 12:45 AM,On Time,2245,5,2,-2,15
1506,1622,2016-09-15,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 AM,7:01 AM,7:37 AM,On Time,700,1,1,1,13
1507,1623,2016-09-15,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 AM,9:03 AM,9:37 AM,On Time,900,1,2,3,16
1508,1624,2016-09-15,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,11:00 AM,10:59 AM,11:33 AM,On Time,1100,1,3,-1,18
1509,1625,2016-09-15,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,1:00 PM,12:58 PM,1:33 PM,On Time,1300,1,3,-2,19
1510,1626,2016-09-15,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,3:00 PM,3:06 PM,3:39 PM,On Time,1500,2,3,6,19
1511,1627,2016-09-15,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,5:00 PM,5:06 PM,5:43 PM,On Time,1700,4,1,6,17
1512,1628,2016-09-15,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 PM,7:08 PM,7:43 PM,On Time,1900,3,2,8,15
1513,1629,2016-09-15,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 PM,9:00 PM,9:34 PM,On Time,2100,1,2,0,15
1514,1630,2016-09-15,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,5:10 AM,5:08 AM,...,On Time,510,1,3,-2,12
1515,1631,2016-09-15,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,5:20 AM,5:19 AM,7:15 AM,On Time,520,1,3,-1,12
1517,1633,2016-09-15,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,9:10 AM,9:08 AM,...,On Time,910,1,2,-2,16
1518,1634,2016-09-15,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,10:25 AM,10:37 AM,...,Traffic delays,1025,1,2,12,17
1519,1635,2016-09-15,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,2:15 PM,2:15 PM,2:59 PM,On Time,1415,1,3,0,20
1520,1636,2016-09-15,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,2:50 PM,2:50 PM,...,On Time,1450,2,3,0,20
1521,1637,2016-09-15,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,4:15 PM,4:19 PM,...,On Time,1615,4,2,4,21
1522,1638,2016-09-15,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,6:30 PM,6:35 PM,...,On Time,1830,3,0,5,16
1523,1639,2016-09-15,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,7:40 PM,7:42 PM,...,On Time,1940,1,2,2,15
1524,1640,2016-09-15,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 AM,7:03 AM,8:35 AM,On Time,700,1,1,3,13
1525,1641,2016-09-15,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Renaissance,9:00 AM,9:06 AM,10:37 AM,On Time,900,1,2,6,16
1526,1642,2016-09-15,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,11:00 AM,11:08 AM,12:37 PM,On Time,1100,1,3,8,18
1527,1643,2016-09-15,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,12:00 PM,12:03 PM,1:35 PM,On Time,1200,1,4,3,17
1528,1644,2016-09-15,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Renaissance,1:00 PM,1:13 PM,2:41 PM,Traffic delays,1300,1,3,13,19
1529,1645,2016-09-15,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,2:00 PM,2:46 PM,4:09 PM,Mechanical difficulties with vessel,1400,1,3,46,20
1530,1646,2016-09-15,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,3:00 PM,3:17 PM,4:48 PM,Operational delay,1500,2,3,17,19
1531,1647,2016-09-15,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,4:00 PM,4:08 PM,5:37 PM,On Time,1600,4,2,8,21
1532,1648,2016-09-15,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Renaissance,5:00 PM,5:17 PM,6:43 PM,Traffic delays,1700,4,1,17,17
1533,1649,2016-09-15,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,6:00 PM,6:28 PM,7:53 PM,Traffic delays,1800,5,0,28,16
1534,1650,2016-09-15,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 PM,7:15 PM,8:54 PM,Operational delay,1900,3,2,15,15
1535,1651,2016-09-15,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Renaissance,9:00 PM,9:02 PM,10:29 PM,On Time,2100,1,2,2,15
1536,1652,2016-09-15,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,5:15 AM,5:15 AM,7:19 AM,On Time,515,1,3,0,12
1537,1653,2016-09-15,Duke Point to Tsawwassen,2 hours,Queen of Alberni,7:45 AM,7:44 AM,9:47 AM,On Time,745,1,1,-1,13
1538,1654,2016-09-15,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,10:15 AM,10:18 AM,12:15 PM,On Time,1015,1,2,3,17
1539,1655,2016-09-15,Duke Point to Tsawwassen,2 hours,Queen of Alberni,12:45 PM,12:48 PM,2:51 PM,On Time,1245,1,4,3,17
1540,1656,2016-09-15,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,3:15 PM,3:22 PM,5:19 PM,Traffic delays,1515,2,3,7,19
1541,1657,2016-09-15,Duke Point to Tsawwassen,2 hours,Queen of Alberni,5:45 PM,5:47 PM,7:47 PM,On Time,1745,5,1,2,17
1542,1658,2016-09-15,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,8:15 PM,8:13 PM,10:19 PM,On Time,2015,1,2,-2,15
1543,1659,2016-09-15,Duke Point to Tsawwassen,2 hours,Queen of Alberni,10:45 PM,11:00 PM,ETA: 1:00 AM,Traffic delays,2245,5,2,15,15
1544,1660,2016-09-15,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,6:20 AM,6:20 AM,8:01 AM,On Time,620,1,2,0,12
1546,1662,2016-09-15,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,10:40 AM,10:40 AM,12:21 PM,On Time,1040,1,2,0,17
1547,1663,2016-09-15,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,12:50 PM,12:53 PM,2:36 PM,On Time,1250,1,4,3,17
1548,1664,2016-09-15,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,3:10 PM,3:17 PM,4:57 PM,On Time,1510,2,3,7,19
1549,1665,2016-09-15,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,5:20 PM,5:23 PM,7:05 PM,On Time,1720,5,1,3,17
1550,1666,2016-09-15,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,7:30 PM,7:40 PM,9:19 PM,Traffic delays,1930,2,2,10,15
1551,1667,2016-09-15,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,9:30 PM,9:42 PM,11:23 PM,Traffic delays,2130,3,2,12,15
1552,1668,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:00 AM,6:01 AM,6:21 AM,On Time,600,1,2,1,12
1553,1669,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,7:00 AM,7:00 AM,7:21 AM,On Time,700,1,1,0,13
1554,1670,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:00 AM,8:02 AM,8:23 AM,On Time,800,1,1,2,14
1555,1671,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:05 AM,9:10 AM,9:32 AM,On Time,905,1,2,5,16
1556,1672,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,10:05 AM,10:13 AM,10:33 AM,On Time,1005,1,2,8,17
1557,1673,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,11:05 AM,11:16 AM,11:37 AM,Operational delay,1105,1,3,11,18
1558,1674,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,12:10 PM,12:17 PM,12:39 PM,On Time,1210,2,4,7,17
1559,1675,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,2:35 PM,2:34 PM,2:57 PM,On Time,1435,2,3,-1,20
1560,1676,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,3:45 PM,3:46 PM,4:07 PM,On Time,1545,4,3,1,19
1561,1677,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,4:45 PM,4:52 PM,5:14 PM,On Time,1645,4,2,7,21
1562,1678,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,5:50 PM,5:56 PM,6:17 PM,On Time,1750,5,1,6,17
1563,1679,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:50 PM,6:51 PM,7:13 PM,On Time,1850,5,0,1,16
1564,1680,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,7:50 PM,7:49 PM,8:12 PM,On Time,1950,1,2,-1,15
1565,1681,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:40 PM,8:43 PM,9:03 PM,On Time,2040,1,2,3,15
1566,1682,2016-09-15,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:40 PM,9:39 PM,10:01 PM,On Time,2140,3,2,-1,15
1567,1683,2016-09-15,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,6:20 AM,6:20 AM,8:01 AM,On Time,620,1,2,0,12
1569,1685,2016-09-15,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,10:40 AM,10:40 AM,12:21 PM,On Time,1040,1,2,0,17
1570,1686,2016-09-15,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,12:50 PM,12:55 PM,2:36 PM,On Time,1250,1,4,5,17
1571,1687,2016-09-15,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,3:10 PM,3:10 PM,4:52 PM,On Time,1510,2,3,0,19
1572,1688,2016-09-15,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,5:20 PM,5:29 PM,7:09 PM,On Time,1720,5,1,9,17
1573,1689,2016-09-15,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,7:30 PM,7:39 PM,9:17 PM,On Time,1930,2,2,9,15
1574,1690,2016-09-15,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,9:30 PM,9:45 PM,...,Traffic delays,2130,3,2,15,15
1575,1691,2016-09-15,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,7:20 AM,7:27 AM,...,On Time,720,1,1,7,13
1576,1692,2016-09-15,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,9:25 AM,9:36 AM,10:17 AM,Traffic delays,925,1,2,11,16
1577,1693,2016-09-15,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,11:30 AM,11:47 AM,12:26 PM,Traffic delays,1130,1,3,17,18
1578,1694,2016-09-15,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,1:35 PM,2:08 PM,2:47 PM,Traffic delays,1335,1,3,33,19
1579,1695,2016-09-15,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,3:50 PM,4:27 PM,5:09 PM,Traffic delays,1550,4,3,37,19
1580,1696,2016-09-15,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,5:50 PM,6:44 PM,...,Traffic delays,1750,5,1,54,17
1581,1697,2016-09-15,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,7:50 PM,8:45 PM,9:27 PM,Traffic delays,1950,1,2,55,15
1582,1698,2016-09-15,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,9:45 PM,10:43 PM,11:23 PM,Traffic delays,2145,2,2,58,15
1583,1699,2016-09-15,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:20 AM,6:20 AM,7:03 AM,On Time,620,1,2,0,12
1584,1700,2016-09-15,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:25 AM,8:35 AM,9:15 AM,Traffic delays,825,1,1,10,14
1585,1701,2016-09-15,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,10:25 AM,10:40 AM,11:21 AM,Traffic delays,1025,1,2,15,17
1586,1702,2016-09-15,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,12:35 PM,12:56 PM,1:37 PM,Traffic delays,1235,2,4,21,17
1587,1703,2016-09-15,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,2:45 PM,3:17 PM,3:59 PM,Traffic delays,1445,2,3,32,20
1588,1704,2016-09-15,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,4:50 PM,5:37 PM,6:17 PM,Traffic delays,1650,5,2,47,21
1589,1705,2016-09-15,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:50 PM,7:47 PM,8:27 PM,Traffic delays,1850,5,0,57,16
1590,1706,2016-09-15,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:45 PM,9:48 PM,10:29 PM,Traffic delays,2045,1,2,63,15
1591,1707,2016-09-16,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,7:00 AM,6:58 AM,8:35 AM,On Time,700,1,0,-2,16
1592,1708,2016-09-16,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 AM,9:03 AM,10:35 AM,On Time,900,1,2,3,17
1593,1709,2016-09-16,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,10:00 AM,10:03 AM,11:38 AM,On Time,1000,1,2,3,18
1594,1710,2016-09-16,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,11:00 AM,11:06 AM,12:37 PM,On Time,1100,1,3,6,20
1595,1711,2016-09-16,Tsawwassen to Swartz Bay,1 hour 35 minutes,Queen of New Westminster,12:00 PM,12:06 PM,1:37 PM,On Time,1200,2,2,6,20
1596,1712,2016-09-16,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,1:00 PM,1:01 PM,2:42 PM,On Time,1300,1,3,1,19
1597,1713,2016-09-16,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,2:00 PM,2:05 PM,3:39 PM,On Time,1400,1,2,5,18
1598,1714,2016-09-16,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,3:00 PM,3:09 PM,4:43 PM,On Time,1500,1,2,9,18
1599,1715,2016-09-16,Tsawwassen to Swartz Bay,1 hour 35 minutes,Queen of New Westminster,4:00 PM,4:07 PM,5:37 PM,On Time,1600,1,2,7,17
1600,1716,2016-09-16,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,5:00 PM,5:07 PM,6:43 PM,On Time,1700,3,6,7,17
1601,1717,2016-09-16,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,6:00 PM,6:05 PM,7:37 PM,On Time,1800,2,2,5,15
1602,1718,2016-09-16,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,7:00 PM,7:07 PM,8:41 PM,On Time,1900,4,1,7,15
