,Date,Route,SailingTime,Vessel,ScheduledDeparture,ActualDeparture,ETA(Arrival.Time),Status,24HourDeparture,Traffic,WindSpeed_kph,Delay,Temperature
2618,2734,2016-09-25,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,11:30 AM,11:33 AM,12:14 PM,On Time,1130,1,1,3,14
2619,2735,2016-09-25,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,1:35 PM,1:40 PM,2:20 PM,On Time,1335,1,2,5,17
2620,2736,2016-09-25,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,3:50 PM,3:57 PM,...,On Time,1550,1,2,7,18
2621,2737,2016-09-25,Horseshoe Bay to Langdale,40 minutes,Queen of Cowichan,4:20 PM,4:19 PM,5:20 PM,On Time,1620,1,1,-1,19
2622,2738,2016-09-25,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,5:50 PM,6:10 PM,6:53 PM,Traffic delays,1750,2,2,20,17
2623,2739,2016-09-25,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,7:50 PM,8:17 PM,9:00 PM,Traffic delays,1950,3,4,27,14
2624,2740,2016-09-25,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,9:45 PM,10:24 PM,11:06 PM,Traffic delays,2145,3,2,39,14
2625,2741,2016-09-25,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:20 AM,6:20 AM,7:04 AM,On Time,620,1,1,0,11
2626,2742,2016-09-25,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:25 AM,8:24 AM,9:10 AM,On Time,825,2,2,-1,13
2627,2743,2016-09-25,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,10:25 AM,10:36 AM,11:18 AM,Traffic delays,1025,1,2,11,15
2628,2744,2016-09-25,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,12:35 PM,12:40 PM,1:22 PM,Traffic delays,1235,1,2,5,16
2629,2745,2016-09-25,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,2:45 PM,2:50 PM,3:32 PM,On Time,1445,1,2,5,17
2630,2746,2016-09-25,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,4:50 PM,5:07 PM,5:50 PM,Traffic delays,1650,1,1,17,19
2631,2747,2016-09-25,Langdale to Horseshoe Bay,40 minutes,Queen of Cowichan,5:25 PM,5:46 PM,6:24 PM,Traffic delays,1725,1,2,21,17
2632,2748,2016-09-25,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:50 PM,7:17 PM,8:00 PM,Traffic delays,1850,2,3,27,15
2633,2749,2016-09-25,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:45 PM,9:24 PM,10:08 PM,Traffic delays,2045,3,4,39,14
2634,2750,2016-09-26,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,10:10 AM,10:31 AM,...,Crew conducted required safety drill,1010,1,2,21,17
2635,2751,2016-09-26,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,7:20 PM,7:28 PM,...,On Time,1920,2,1,8,16
2636,2752,2016-09-26,Tsawwassen to Duke Point,2 hours,Queen of Alberni,5:15 AM,5:14 AM,7:20 AM,On Time,515,1,1,-1,12
2637,2753,2016-09-26,Tsawwassen to Duke Point,2 hours,Coastal Renaissance,7:45 AM,7:46 AM,9:44 AM,On Time,745,1,1,1,13
2638,2754,2016-09-26,Tsawwassen to Duke Point,2 hours,Queen of Alberni,10:15 AM,10:15 AM,12:16 PM,On Time,1015,1,2,0,17
2639,2755,2016-09-26,Tsawwassen to Duke Point,2 hours,Coastal Renaissance,12:45 PM,12:44 PM,2:38 PM,On Time,1245,1,2,-1,17
2640,2756,2016-09-26,Tsawwassen to Duke Point,2 hours,Queen of Alberni,3:15 PM,3:16 PM,5:18 PM,On Time,1515,2,1,1,18
2641,2757,2016-09-26,Tsawwassen to Duke Point,2 hours,Coastal Renaissance,5:45 PM,5:49 PM,7:50 PM,On Time,1745,1,0,4,17
2642,2758,2016-09-26,Tsawwassen to Duke Point,2 hours,Queen of Alberni,8:15 PM,8:17 PM,10:18 PM,On Time,2015,1,0,2,16
2643,2759,2016-09-26,Tsawwassen to Duke Point,2 hours,Coastal Renaissance,10:45 PM,10:47 PM,ETA: 12:47 AM,On Time,2245,3,1,2,15
2644,2760,2016-09-26,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 AM,7:05 AM,7:40 AM,On Time,700,1,1,5,13
2645,2761,2016-09-26,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 AM,9:00 AM,9:34 AM,On Time,900,1,2,0,16
2646,2762,2016-09-26,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,11:00 AM,10:59 AM,11:34 AM,On Time,1100,1,2,-1,16
2647,2763,2016-09-26,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,1:00 PM,1:00 PM,1:36 PM,On Time,1300,1,0,0,18
2648,2764,2016-09-26,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,3:00 PM,3:00 PM,3:34 PM,On Time,1500,5,1,0,18
2649,2765,2016-09-26,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,5:00 PM,4:59 PM,5:34 PM,On Time,1700,1,0,-1,17
2650,2766,2016-09-26,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 PM,6:58 PM,7:34 PM,On Time,1900,1,1,-2,16
2651,2767,2016-09-26,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 PM,9:01 PM,9:35 PM,On Time,2100,2,1,1,15
2652,2768,2016-09-26,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,5:10 AM,5:08 AM,...,On Time,510,1,1,-2,12
2653,2769,2016-09-26,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,5:20 AM,5:18 AM,...,On Time,520,1,1,-2,12
2654,2770,2016-09-26,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,8:30 AM,8:29 AM,9:14 AM,On Time,830,1,2,-1,14
2655,2771,2016-09-26,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,9:10 AM,9:11 AM,...,On Time,910,1,2,1,16
2656,2772,2016-09-26,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,10:25 AM,10:26 AM,...,On Time,1025,1,2,1,17
2657,2773,2016-09-26,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,2:15 PM,2:15 PM,3:00 PM,On Time,1415,1,1,0,17
2658,2774,2016-09-26,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,2:50 PM,2:56 PM,...,On Time,1450,4,1,6,17
2659,2775,2016-09-26,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,4:15 PM,4:15 PM,...,On Time,1615,3,1,0,17
2660,2776,2016-09-26,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,6:30 PM,6:29 PM,...,On Time,1830,1,1,-1,17
2661,2777,2016-09-26,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,7:40 PM,7:40 PM,...,On Time,1940,3,1,0,16
2662,2778,2016-09-26,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,7:00 AM,7:02 AM,8:42 AM,On Time,700,1,1,2,13
2663,2779,2016-09-26,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,8:00 AM,8:00 AM,9:32 AM,On Time,800,1,2,0,14
2664,2780,2016-09-26,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 AM,9:01 AM,10:36 AM,On Time,900,1,2,1,16
2665,2781,2016-09-26,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,11:00 AM,11:06 AM,12:34 PM,On Time,1100,1,2,6,16
2666,2782,2016-09-26,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,12:00 PM,12:04 PM,1:32 PM,On Time,1200,1,2,4,17
2667,2783,2016-09-26,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,1:00 PM,1:05 PM,2:36 PM,On Time,1300,1,0,5,18
2668,2784,2016-09-26,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,3:00 PM,3:07 PM,4:38 PM,On Time,1500,5,1,7,18
2669,2785,2016-09-26,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,5:00 PM,5:17 PM,6:50 PM,Traffic delays,1700,1,0,17,17
2670,2786,2016-09-26,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,7:00 PM,7:06 PM,8:38 PM,On Time,1900,1,1,6,16
2671,2787,2016-09-26,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 PM,9:26 PM,10:54 PM,Traffic delays,2100,2,1,26,15
2672,2788,2016-09-26,Duke Point to Tsawwassen,2 hours,Coastal Renaissance,5:15 AM,5:18 AM,7:26 AM,On Time,515,1,1,3,12
2673,2789,2016-09-26,Duke Point to Tsawwassen,2 hours,Queen of Alberni,7:45 AM,7:43 AM,9:48 AM,On Time,745,1,1,-2,13
2674,2790,2016-09-26,Duke Point to Tsawwassen,2 hours,Coastal Renaissance,10:15 AM,10:14 AM,12:12 PM,On Time,1015,1,2,-1,17
2675,2791,2016-09-26,Duke Point to Tsawwassen,2 hours,Queen of Alberni,12:45 PM,12:44 PM,2:46 PM,On Time,1245,1,2,-1,17
2676,2792,2016-09-26,Duke Point to Tsawwassen,2 hours,Coastal Renaissance,3:15 PM,3:15 PM,5:22 PM,On Time,1515,2,1,0,18
2677,2793,2016-09-26,Duke Point to Tsawwassen,2 hours,Queen of Alberni,5:45 PM,5:46 PM,7:52 PM,On Time,1745,1,0,1,17
2678,2794,2016-09-26,Duke Point to Tsawwassen,2 hours,Coastal Renaissance,8:15 PM,8:17 PM,10:18 PM,On Time,2015,1,0,2,16
2679,2795,2016-09-26,Duke Point to Tsawwassen,2 hours,Queen of Alberni,10:45 PM,10:42 PM,ETA: 12:45 AM,On Time,2245,3,1,-3,15
2680,2796,2016-09-26,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,6:20 AM,6:19 AM,8:02 AM,On Time,620,1,1,-1,12
2681,2797,2016-09-26,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,8:30 AM,8:31 AM,10:18 AM,On Time,830,1,2,1,14
2682,2798,2016-09-26,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,10:40 AM,10:41 AM,12:22 PM,On Time,1040,2,2,1,17
2683,2799,2016-09-26,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,12:50 PM,12:58 PM,...,Traffic delays,1250,1,2,8,17
2684,2800,2016-09-26,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,3:10 PM,3:16 PM,4:56 PM,On Time,1510,2,1,6,18
2685,2801,2016-09-26,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,5:20 PM,5:24 PM,7:08 PM,On Time,1720,2,0,4,17
2686,2802,2016-09-26,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,7:30 PM,7:34 PM,9:14 PM,On Time,1930,2,1,4,16
2687,2803,2016-09-26,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,9:30 PM,9:30 PM,11:12 PM,On Time,2130,2,1,0,15
2688,2804,2016-09-26,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:20 AM,6:20 AM,7:04 AM,On Time,620,1,1,0,12
2689,2805,2016-09-26,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:25 AM,8:25 AM,9:08 AM,On Time,825,1,2,0,14
2690,2806,2016-09-26,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,10:25 AM,10:36 AM,11:22 AM,Traffic delays,1025,1,2,11,17
2691,2807,2016-09-26,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,12:35 PM,12:38 PM,1:20 PM,On Time,1235,1,2,3,17
2692,2808,2016-09-26,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,2:45 PM,2:44 PM,3:30 PM,On Time,1445,2,1,-1,17
2693,2809,2016-09-26,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,4:50 PM,4:53 PM,5:36 PM,On Time,1650,1,1,3,17
2694,2810,2016-09-26,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:50 PM,6:48 PM,7:30 PM,On Time,1850,3,1,-2,17
2695,2811,2016-09-26,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:45 PM,8:45 PM,9:28 PM,On Time,2045,2,0,0,16
2696,2812,2016-09-27,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,7:00 AM,7:01 AM,8:36 AM,On Time,700,1,2,1,11
2697,2813,2016-09-27,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 AM,9:03 AM,10:40 AM,On Time,900,1,1,3,12
2698,2814,2016-09-27,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,11:00 AM,11:07 AM,12:46 PM,On Time,1100,1,2,7,14
2699,2815,2016-09-27,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,1:00 PM,1:20 PM,2:56 PM,Stalled vehicle on car deck,1300,1,4,20,15
2700,2816,2016-09-27,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,2:00 PM,2:13 PM,3:44 PM,Traffic delays,1400,1,4,13,16
2701,2817,2016-09-27,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,3:00 PM,3:03 PM,4:36 PM,On Time,1500,2,2,3,17
2702,2818,2016-09-27,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,5:00 PM,5:27 PM,6:54 PM,Operational delay,1700,2,1,27,15
2703,2819,2016-09-27,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,7:00 PM,7:10 PM,8:40 PM,Traffic delays,1900,1,2,10,12
2704,2820,2016-09-27,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 PM,9:15 PM,10:52 PM,Operational delay,2100,2,2,15,12
2705,2821,2016-09-27,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,10:10 AM,10:11 AM,...,On Time,1010,1,1,1,13
2706,2822,2016-09-27,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,7:20 PM,7:24 PM,...,On Time,1920,1,2,4,12
2707,2823,2016-09-27,Tsawwassen to Duke Point,2 hours,Queen of Alberni,5:15 AM,5:17 AM,7:26 AM,On Time,515,1,2,2,10
2708,2824,2016-09-27,Tsawwassen to Duke Point,2 hours,Coastal Renaissance,7:45 AM,7:45 AM,...,On Time,745,1,2,0,11
2709,2825,2016-09-27,Tsawwassen to Duke Point,2 hours,Queen of Alberni,10:15 AM,10:17 AM,12:19 PM,On Time,1015,1,1,2,13
2710,2826,2016-09-27,Tsawwassen to Duke Point,2 hours,Coastal Renaissance,12:45 PM,12:45 PM,2:44 PM,On Time,1245,1,3,0,14
2711,2827,2016-09-27,Tsawwassen to Duke Point,2 hours,Queen of Alberni,3:15 PM,3:13 PM,5:16 PM,On Time,1515,2,2,-2,17
2712,2828,2016-09-27,Tsawwassen to Duke Point,2 hours,Coastal Renaissance,5:45 PM,5:51 PM,7:54 PM,On Time,1745,2,1,6,15
2713,2829,2016-09-27,Tsawwassen to Duke Point,2 hours,Queen of Alberni,8:15 PM,8:14 PM,10:20 PM,On Time,2015,2,1,-1,12
2714,2830,2016-09-27,Tsawwassen to Duke Point,2 hours,Coastal Renaissance,10:45 PM,10:45 PM,ETA: 12:45 AM,On Time,2245,3,1,0,11
2715,2831,2016-09-27,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 AM,7:01 AM,7:38 AM,On Time,700,1,2,1,11
2716,2832,2016-09-27,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 AM,9:05 AM,9:42 AM,On Time,900,1,1,5,12
2717,2833,2016-09-27,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,11:00 AM,11:01 AM,11:36 AM,On Time,1100,1,2,1,14
2718,2834,2016-09-27,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,1:00 PM,1:03 PM,1:40 PM,On Time,1300,1,4,3,15
2719,2835,2016-09-27,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,3:00 PM,3:03 PM,3:38 PM,On Time,1500,2,2,3,17
2720,2836,2016-09-27,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,5:00 PM,5:04 PM,5:40 PM,On Time,1700,2,1,4,15
2721,2837,2016-09-27,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 PM,6:59 PM,7:34 PM,On Time,1900,1,2,-1,12
2722,2838,2016-09-27,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 PM,8:58 PM,9:33 PM,On Time,2100,2,2,-2,12
2723,2839,2016-09-27,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,5:10 AM,5:09 AM,...,On Time,510,1,2,-1,10
2724,2840,2016-09-27,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,5:20 AM,5:20 AM,...,On Time,520,1,2,0,10
2725,2841,2016-09-27,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,8:30 AM,8:31 AM,9:18 AM,On Time,830,1,2,1,12
2726,2842,2016-09-27,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,9:10 AM,9:05 AM,...,On Time,910,1,1,-5,12
2727,2843,2016-09-27,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,10:25 AM,10:24 AM,...,On Time,1025,1,1,-1,13
2728,2844,2016-09-27,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,2:15 PM,2:16 PM,3:02 PM,On Time,1415,1,4,1,16
2729,2845,2016-09-27,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,2:50 PM,2:50 PM,...,On Time,1450,2,4,0,16
2730,2846,2016-09-27,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,4:15 PM,4:27 PM,...,Traffic delays,1615,1,1,12,16
2731,2847,2016-09-27,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,6:30 PM,6:35 PM,...,On Time,1830,3,1,5,13
2732,2848,2016-09-27,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,7:40 PM,7:44 PM,...,On Time,1940,2,2,4,12
2733,2849,2016-09-27,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 AM,7:00 AM,8:34 AM,On Time,700,1,2,0,11
2734,2850,2016-09-27,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 AM,9:05 AM,10:40 AM,On Time,900,1,1,5,12
2735,2851,2016-09-27,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,11:00 AM,11:07 AM,12:40 PM,On Time,1100,1,2,7,14
2736,2852,2016-09-27,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,12:00 PM,12:03 PM,1:42 PM,On Time,1200,2,3,3,14
2737,2853,2016-09-27,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,1:00 PM,1:09 PM,2:42 PM,On Time,1300,1,4,9,15
2738,2854,2016-09-27,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,3:00 PM,3:25 PM,4:58 PM,Operational delay,1500,2,2,25,17
2739,2855,2016-09-27,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,5:00 PM,5:06 PM,6:44 PM,On Time,1700,2,1,6,15
2740,2856,2016-09-27,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 PM,7:21 PM,8:56 PM,Operational delay,1900,1,2,21,12
2741,2857,2016-09-27,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 PM,9:04 PM,10:36 PM,On Time,2100,2,2,4,12
2742,2858,2016-09-27,Duke Point to Tsawwassen,2 hours,Coastal Renaissance,5:15 AM,5:17 AM,7:24 AM,On Time,515,1,2,2,10
2743,2859,2016-09-27,Duke Point to Tsawwassen,2 hours,Queen of Alberni,7:45 AM,7:46 AM,9:46 AM,On Time,745,1,2,1,11
2744,2860,2016-09-27,Duke Point to Tsawwassen,2 hours,Coastal Renaissance,10:15 AM,10:21 AM,12:20 PM,On Time,1015,1,1,6,13
2745,2861,2016-09-27,Duke Point to Tsawwassen,2 hours,Queen of Alberni,12:45 PM,12:44 PM,2:46 PM,On Time,1245,1,3,-1,14
2746,2862,2016-09-27,Duke Point to Tsawwassen,2 hours,Coastal Renaissance,3:15 PM,3:16 PM,5:16 PM,On Time,1515,2,2,1,17
2747,2863,2016-09-27,Duke Point to Tsawwassen,2 hours,Queen of Alberni,5:45 PM,5:43 PM,7:46 PM,On Time,1745,2,1,-2,15
2748,2864,2016-09-27,Duke Point to Tsawwassen,2 hours,Coastal Renaissance,8:15 PM,8:19 PM,10:20 PM,On Time,2015,2,1,4,12
2749,2865,2016-09-27,Duke Point to Tsawwassen,2 hours,Queen of Alberni,10:45 PM,10:43 PM,ETA: 12:45 AM,On Time,2245,3,1,-2,11
2750,2866,2016-09-27,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,6:20 AM,6:20 AM,8:01 AM,On Time,620,1,1,0,10
2751,2867,2016-09-27,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,8:30 AM,8:30 AM,10:16 AM,On Time,830,1,2,0,12
2752,2868,2016-09-27,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,10:40 AM,10:40 AM,12:20 PM,On Time,1040,1,1,0,13
2753,2869,2016-09-27,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,12:50 PM,12:59 PM,2:44 PM,On Time,1250,1,3,9,14
2754,2870,2016-09-27,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,3:10 PM,3:09 PM,4:50 PM,On Time,1510,2,2,-1,17
2755,2871,2016-09-27,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,5:20 PM,5:20 PM,7:04 PM,On Time,1720,1,1,0,15
2756,2872,2016-09-27,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,7:30 PM,7:28 PM,9:08 PM,On Time,1930,1,2,-2,12
2757,2873,2016-09-27,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,9:30 PM,9:31 PM,11:12 PM,On Time,2130,1,2,1,12
2758,2874,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:00 AM,6:00 AM,6:22 AM,On Time,600,2,1,0,10
2759,2875,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,7:00 AM,7:02 AM,7:24 AM,On Time,700,1,2,2,11
2760,2876,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:00 AM,8:06 AM,8:28 AM,On Time,800,1,2,6,12
2761,2877,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:05 AM,9:09 AM,9:32 AM,On Time,905,1,1,4,12
2762,2878,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,10:05 AM,10:11 AM,10:32 AM,On Time,1005,1,1,6,13
2763,2879,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,11:05 AM,11:11 AM,11:32 AM,On Time,1105,1,2,6,14
2764,2880,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,12:10 PM,12:14 PM,12:36 PM,On Time,1210,1,3,4,14
2765,2881,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,2:35 PM,2:35 PM,...,On Time,1435,2,4,0,16
2766,2882,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,3:45 PM,3:45 PM,4:06 PM,On Time,1545,4,2,0,17
2767,2883,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,4:45 PM,4:46 PM,5:06 PM,On Time,1645,1,1,1,16
2768,2884,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,5:50 PM,5:51 PM,6:12 PM,On Time,1750,3,1,1,15
2769,2885,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:50 PM,6:49 PM,7:10 PM,On Time,1850,1,1,-1,13
2770,2886,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,7:50 PM,7:49 PM,8:10 PM,On Time,1950,1,2,-1,12
2771,2887,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:40 PM,8:40 PM,9:00 PM,On Time,2040,1,1,0,12
2772,2888,2016-09-27,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:40 PM,9:39 PM,10:00 PM,On Time,2140,2,2,-1,12
2773,2889,2016-09-27,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,6:20 AM,6:22 AM,8:06 AM,On Time,620,1,1,2,10
2774,2890,2016-09-27,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,8:30 AM,8:31 AM,10:11 AM,On Time,830,1,2,1,12
2775,2891,2016-09-27,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,10:40 AM,10:44 AM,12:28 PM,On Time,1040,1,1,4,13
2776,2892,2016-09-27,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,12:50 PM,12:54 PM,2:36 PM,On Time,1250,1,3,4,14
2777,2893,2016-09-27,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,3:10 PM,3:10 PM,4:54 PM,On Time,1510,2,2,0,17
2778,2894,2016-09-27,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,5:20 PM,5:19 PM,7:02 PM,On Time,1720,1,1,-1,15
2779,2895,2016-09-27,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,7:30 PM,7:30 PM,9:14 PM,On Time,1930,1,2,0,12
2780,2896,2016-09-27,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,9:30 PM,9:29 PM,11:12 PM,On Time,2130,1,2,-1,12
2781,2897,2016-09-27,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,7:20 AM,7:20 AM,8:02 AM,On Time,720,1,2,0,11
2782,2898,2016-09-27,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,9:25 AM,9:26 AM,10:08 AM,On Time,925,1,1,1,12
2783,2899,2016-09-27,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,11:30 AM,11:30 AM,12:14 PM,On Time,1130,1,2,0,14
